repo,rank_number,actor,company,commits,percent,all_commits
jonschlinkert/is-extendable,2,doowb,(Unknown),7,0.00182,385483
jonschlinkert/is-extendable,3,onokumus,(Unknown),3,0.00078,385483
jonschlinkert/is-extglob,1,jonschlinkert,Sellside,14,0.00363,385483
jonschlinkert/is-glob,1,jonschlinkert,Sellside,39,0.01012,385483
jonschlinkert/is-glob,2,dperezde,(Unknown),1,0.00026,385483
jonschlinkert/is-number,1,jonschlinkert,Sellside,59,0.01531,385483
jonschlinkert/is-number,2,benaadams,Illyriad Games,1,0.00026,385483
jonschlinkert/is-number,3,realityking,(Unknown),1,0.00026,385483
jonschlinkert/isobject,1,jonschlinkert,Sellside,30,0.00778,385483
jonschlinkert/isobject,2,doowb,(Unknown),12,0.00311,385483
jonschlinkert/isobject,3,TrySound,(Unknown),10,0.00259,385483
jonschlinkert/kind-of,1,jonschlinkert,Sellside,112,0.02905,385483
jonschlinkert/kind-of,2,miguelmota,(Unknown),2,0.00052,385483
jonschlinkert/kind-of,3,dtothefp,(Unknown),1,0.00026,385483
joyent/node-http-signature,1,arekinath,Independent,29,0.00752,385483
joyent/node-http-signature,2,pfmooney,(Unknown),3,0.00078,385483
joyent/node-http-signature,3,alokmenghrajani,Square,1,0.00026,385483
joyent/node-jsprim,1,joyent-automation,(Unknown),3,0.00078,385483
joyent/node-jsprim,2,davepacheco,(Unknown),1,0.00026,385483
joyent/node-jsprim,3,jordanhendricks,(Unknown),1,0.00026,385483
joyent/node-sshpk,1,arekinath,Independent,77,0.01997,385483
joyent/node-sshpk,2,joyent-automation,(Unknown),36,0.00934,385483
joyent/node-sshpk,3,cburroughs,(Unknown),5,0.00130,385483
jquery/esprima,1,ariya,Shape,544,0.14112,385483
jquery/esprima,2,ariya,Independent,29,0.00752,385483
jquery/esprima,3,mikesherov,(Unknown),14,0.00363,385483
jquery/jquery,1,timmywil,OpenTable,311,0.08068,385483
jquery/jquery,2,mzgol,Independent,175,0.04540,385483
jquery/jquery,3,markelog,Independent,159,0.04125,385483
jquery/jquery-ui,1,scottgonzalez,jQuery UI,452,0.11726,385483
jquery/jquery-ui,2,fnagel,(Unknown),275,0.07134,385483
jquery/jquery-ui,3,arschmitz,(Unknown),254,0.06589,385483
jquery-validation/jquery-validation,1,Arkni,(Unknown),55,0.01427,385483
jquery-validation/jquery-validation,2,staabm,(Unknown),47,0.01219,385483
jquery-validation/jquery-validation,3,RobJohnston,(Unknown),5,0.00130,385483
jshttp/accepts,1,dougwilson,Salesforce,166,0.04306,385483
jshttp/accepts,2,nooks,(Unknown),1,0.00026,385483
jshttp/http-errors,1,dougwilson,Salesforce,187,0.04851,385483
jshttp/http-errors,2,pluma,(Unknown),2,0.00052,385483
jshttp/http-errors,3,tkrotoff,(Unknown),2,0.00052,385483
jshttp/mime-db,1,dougwilson,Salesforce,547,0.14190,385483
jshttp/mime-db,2,alrra,(Unknown),6,0.00156,385483
jshttp/mime-db,3,rmzelle,(Unknown),5,0.00130,385483
jshttp/mime-types,1,dougwilson,Salesforce,242,0.06278,385483
jshttp/mime-types,2,dougwilson,Independent,4,0.00104,385483
jshttp/mime-types,3,thiagodelgado111,(Unknown),2,0.00052,385483
jshttp/statuses,1,dougwilson,Salesforce,169,0.04384,385483
jshttp/statuses,2,dougwilson,Independent,1,0.00026,385483
jshttp/statuses,3,DylanPiercey,(Unknown),1,0.00026,385483
juliangruber/balanced-match,1,juliangruber,NowSecure,39,0.01012,385483
juliangruber/balanced-match,2,neytema,(Unknown),7,0.00182,385483
juliangruber/balanced-match,3,stevemao,(Unknown),5,0.00130,385483
juliangruber/brace-expansion,1,juliangruber,NowSecure,41,0.01064,385483
juliangruber/brace-expansion,2,juliangruber,Code for Science and Society,21,0.00545,385483
juliangruber/brace-expansion,3,juliangruber,Kerngedanke,3,0.00078,385483
juliangruber/isarray,1,juliangruber,Code for Science and Society,23,0.00597,385483
juliangruber/isarray,2,juliangruber,NowSecure,4,0.00104,385483
juliangruber/isarray,3,juliangruber,Kerngedanke,3,0.00078,385483
kelektiv/node-uuid,1,broofa,Tend.ai,123,0.03191,385483
kelektiv/node-uuid,2,ctavan,(Unknown),14,0.00363,385483
kelektiv/node-uuid,3,defunctzombie,(Unknown),14,0.00363,385483
kennethreitz/requests,1,Lukasa,Hewlett,623,0.16162,385483
kennethreitz/requests,2,kennethreitz,Heroku,571,0.14813,385483
kennethreitz/requests,3,sigmavirus24,Rackspace,193,0.05007,385483
ljharb/qs,1,ljharb,Airbnb,259,0.06719,385483
ljharb/qs,2,ljharb,Ecma,15,0.00389,385483
ljharb/qs,3,papandreou,(Unknown),13,0.00337,385483
lodash/lodash,1,jdalton,Microsoft,8147,2.11345,385483
lodash/lodash,2,jdalton,Salesforce,105,0.02724,385483
lodash/lodash,3,falsyvalues,(Unknown),90,0.02335,385483
madler/zlib,1,madler,(Unknown),152,0.03943,385483
mafintosh/end-of-stream,1,mafintosh,(Unknown),21,0.00545,385483
mafintosh/end-of-stream,2,watson,Opbeat,2,0.00052,385483
mafintosh/end-of-stream,3,floatdrop,(Unknown),1,0.00026,385483
maxogden/concat-stream,1,mafintosh,(Unknown),18,0.00467,385483
maxogden/concat-stream,2,maxogden,(Unknown),16,0.00415,385483
maxogden/concat-stream,3,AndersDJohnson,(Unknown),1,0.00026,385483
mcavage/node-assert-plus,1,pfmooney,(Unknown),14,0.00363,385483
mcavage/node-assert-plus,2,bahamas10,(Unknown),2,0.00052,385483
mcavage/node-assert-plus,3,trentm,(Unknown),1,0.00026,385483
mde/ejs,1,mde,Zenefits,289,0.07497,385483
mde/ejs,2,TimothyGu,Independent,266,0.06900,385483
mde/ejs,3,RyanZim,(Unknown),64,0.01660,385483
micromatch/braces,1,jonschlinkert,Sellside,62,0.01608,385483
micromatch/braces,2,paulmillr,(Unknown),6,0.00156,385483
micromatch/braces,3,doowb,(Unknown),1,0.00026,385483
micromatch/micromatch,1,jonschlinkert,Sellside,143,0.03710,385483
micromatch/micromatch,2,doowb,(Unknown),6,0.00156,385483
micromatch/micromatch,3,mrmlnc,Yandex,4,0.00104,385483
mikeal/tunnel-agent,1,mikeal,CNCF,2,0.00052,385483
mikeal/tunnel-agent,2,garthk,(Unknown),1,0.00026,385483
Modernizr/Modernizr,1,patrickkettner,Microsoft,719,0.18652,385483
Modernizr/Modernizr,2,rejas,Neofonie,475,0.12322,385483
Modernizr/Modernizr,3,patrickkettner,Walmart,202,0.05240,385483
moment/moment,1,ichernev,(Unknown),1294,0.33568,385483
moment/moment,2,marwahaha,Pandora,120,0.03113,385483
moment/moment,3,butterflyhug,(Unknown),99,0.02568,385483
moment/moment-timezone,1,timrwood,(Unknown),143,0.03710,385483
moment/moment-timezone,2,mj1856,Microsoft,100,0.02594,385483
moment/moment-timezone,3,ellenaua,Waverley,94,0.02438,385483
motdotla/dotenv,1,motdotla,(Unknown),71,0.01842,385483
motdotla/dotenv,2,maxbeatty,CTO,67,0.01738,385483
motdotla/dotenv,3,maxbeatty,Rubicon,38,0.00986,385483
moxystudio/node-cross-spawn,1,satazor,(Unknown),62,0.01608,385483
moxystudio/node-cross-spawn,2,edevil,Bright Pixel,56,0.01453,385483
moxystudio/node-cross-spawn,3,ChALkeR,(Unknown),1,0.00026,385483
mozilla/source-map,1,fitzgen,(Unknown),220,0.05707,385483
mozilla/source-map,2,tromey,(Unknown),56,0.01453,385483
mozilla/source-map,3,loganfsmyth,(Unknown),17,0.00441,385483
mysql-net/MySqlConnector,1,bgrainger,Faithlife,1828,0.47421,385483
mysql-net/MySqlConnector,2,caleblloyd,Issuer Direct,99,0.02568,385483
mysql-net/MySqlConnector,3,caleblloyd,BoxBoat,32,0.00830,385483
nanjingboy/uglify,1,nanjingboy,(Unknown),5,0.00130,385483
nanjingboy/uglify,2,dcousens,(Unknown),1,0.00026,385483
necolas/normalize.css,1,jonathantneal,10up,173,0.04488,385483
necolas/normalize.css,2,jonathantneal,Independent,31,0.00804,385483
necolas/normalize.css,3,necolas,Twitter,19,0.00493,385483
ng-bootstrap/ng-bootstrap,1,pkozlowski-opensource,Independent,836,0.21687,385483
ng-bootstrap/ng-bootstrap,2,maxokorokov,Amadeus,446,0.11570,385483
ng-bootstrap/ng-bootstrap,3,benouat,Amadeus,97,0.02516,385483
nodejs/readable-stream,1,calvinmetcalf,AppGeo,340,0.08820,385483
nodejs/readable-stream,2,mcollina,NearForm,107,0.02776,385483
nodejs/readable-stream,3,mcollina,Independent,74,0.01920,385483
nodejs/string_decoder,1,mcollina,NearForm,26,0.00674,385483
nodejs/string_decoder,2,mcollina,Independent,3,0.00078,385483
nodejs/string_decoder,3,calvinmetcalf,AppGeo,1,0.00026,385483
npm/node-semver,1,isaacs,npm,163,0.04228,385483
npm/node-semver,2,max-b,(Unknown),11,0.00285,385483
npm/node-semver,3,pjohnmeyer,(Unknown),10,0.00259,385483
npm/nopt,1,othiym23,(Unknown),23,0.00597,385483
npm/nopt,2,elidoran,(Unknown),7,0.00182,385483
npm/nopt,3,isaacs,npm,4,0.00104,385483
nunit/nunit,1,rprouse,Bentley,2141,0.55541,385483
nunit/nunit,2,CharliePoole,Independent,1705,0.44230,385483
nunit/nunit,3,jnm2,Independent,1184,0.30715,385483
omsmith/browserify-ngannotate,1,omsmith,(Unknown),30,0.00778,385483
omsmith/browserify-ngannotate,2,JonRimmer,(Unknown),1,0.00026,385483
openssl/openssl,1,levitte,Independent,14323,3.71560,385483
openssl/openssl,2,mattcaswell,Caswell IT Consulting,3517,0.91236,385483
openssl/openssl,3,LutzJaenicke,(Unknown),1861,0.48277,385483
OverZealous/run-sequence,1,OverZealous,(Unknown),58,0.01505,385483
OverZealous/run-sequence,2,AdamWills,(Unknown),1,0.00026,385483
OverZealous/run-sequence,3,amilajack,(Unknown),1,0.00026,385483
petkaantonov/bluebird,1,petkaantonov,Reaktor,1088,0.28224,385483
petkaantonov/bluebird,2,benjamingr,Testim,264,0.06849,385483
petkaantonov/bluebird,3,spion,(Unknown),55,0.01427,385483
pieroxy/lz-string,1,pieroxy,(Unknown),64,0.01660,385483
pieroxy/lz-string,2,JobLeonard,(Unknown),4,0.00104,385483
pieroxy/lz-string,3,carlansley,(Unknown),2,0.00052,385483
pillarjs/finalhandler,1,dougwilson,Salesforce,286,0.07419,385483
pillarjs/finalhandler,2,dougwilson,Independent,4,0.00104,385483
pillarjs/finalhandler,3,mcollina,Independent,2,0.00052,385483
pillarjs/send,1,dougwilson,Salesforce,280,0.07264,385483
pillarjs/send,2,dougwilson,Independent,5,0.00130,385483
pillarjs/send,3,dotLou,(Unknown),2,0.00052,385483
pvorb/node-clone,1,pvorb,(Unknown),65,0.01686,385483
pvorb/node-clone,2,aurium,(Unknown),7,0.00182,385483
pvorb/node-clone,3,fscherwi,(Unknown),4,0.00104,385483
qos-ch/logback,1,ceki,QOS.CH Sarl,565,0.14657,385483
qos-ch/logback,2,tony19,(Unknown),49,0.01271,385483
qos-ch/logback,3,hazendaz,(Unknown),44,0.01141,385483
qos-ch/slf4j,1,ceki,QOS.CH Sarl,373,0.09676,385483
qos-ch/slf4j,2,mattbishop,(Unknown),61,0.01582,385483
qos-ch/slf4j,3,hazendaz,(Unknown),15,0.00389,385483
que-etc/resize-observer-polyfill,1,que-etc,Magento,92,0.02387,385483
que-etc/resize-observer-polyfill,2,que-etc,Independent,20,0.00519,385483
que-etc/resize-observer-polyfill,3,que-etc,Zattoo,4,0.00104,385483
Raynos/xtend,1,Raynos,(Unknown),17,0.00441,385483
Raynos/xtend,2,medikoo,(Unknown),2,0.00052,385483
Raynos/xtend,3,DDRBoxman,(Unknown),1,0.00026,385483
ReactTraining/react-router,1,mjackson,React Training,724,0.18782,385483
ReactTraining/react-router,2,timdorr,SalesLoft,323,0.08379,385483
ReactTraining/react-router,3,timdorr,Showcase IDX,290,0.07523,385483
reduxjs/react-redux,1,markerikson,Northrop Grumman,193,0.05007,385483
reduxjs/react-redux,2,timdorr,SalesLoft,155,0.04021,385483
reduxjs/react-redux,3,MrWolfZ,(Unknown),15,0.00389,385483
reduxjs/redux,1,timdorr,SalesLoft,160,0.04151,385483
reduxjs/redux,2,markerikson,Northrop Grumman,141,0.03658,385483
reduxjs/redux,3,cellog,(Unknown),42,0.01090,385483
reduxjs/redux-thunk,1,timdorr,SalesLoft,39,0.01012,385483
reduxjs/redux-thunk,2,markerikson,Northrop Grumman,5,0.00130,385483
reduxjs/redux-thunk,3,jedmao,(Unknown),4,0.00104,385483
request/request,1,simov,(Unknown),626,0.16239,385483
request/request,2,mikeal,CNCF,267,0.06926,385483
request/request,3,nylen,(Unknown),110,0.02854,385483
request/request-promise,1,analog-nico,Morningfame,146,0.03787,385483
request/request-promise,2,luanmuniz,(Unknown),2,0.00052,385483
request/request-promise,3,brandon93s,(Unknown),1,0.00026,385483
robrich/orchestrator,1,robrich,(Unknown),3,0.00078,385483
robrich/pretty-hrtime,1,robrich,(Unknown),16,0.00415,385483
robrich/pretty-hrtime,2,amilajack,(Unknown),1,0.00026,385483
robrich/pretty-hrtime,3,bfricka,(Unknown),1,0.00026,385483
rvagg/through2,1,rvagg,(Unknown),24,0.00623,385483
rvagg/through2,2,brycebaril,(Unknown),3,0.00078,385483
rvagg/through2,3,mafintosh,(Unknown),3,0.00078,385483
rzwitserloot/lombok,1,rzwitserloot,Zorg op Orde,541,0.14034,385483
rzwitserloot/lombok,2,rspilker,TOPdesk,375,0.09728,385483
rzwitserloot/lombok,3,rzwitserloot,Independent,153,0.03969,385483
salesforce/tough-cookie,1,stash,(Unknown),96,0.02490,385483
salesforce/tough-cookie,2,stash-sfdc,SalesForce,22,0.00571,385483
salesforce/tough-cookie,3,ShivanKaul,SalesForce,16,0.00415,385483
sass/node-sass,1,xzyfer,99designs,723,0.18756,385483
sass/node-sass,2,xzyfer,Redbubble,366,0.09495,385483
sass/node-sass,3,am11,Independent,224,0.05811,385483
scala/scala,1,lrytz,Lightbend,3166,0.82131,385483
scala/scala,2,adriaanm,Lightbend,2306,0.59821,385483
scala/scala,3,retronym,Lightbend,2070,0.53699,385483
sindresorhus/camelcase,1,sindresorhus,Independent,54,0.01401,385483
sindresorhus/camelcase,2,SamVerschueren,(Unknown),8,0.00208,385483
sindresorhus/camelcase,3,kevva,(Unknown),6,0.00156,385483
sindresorhus/del,1,sindresorhus,Independent,83,0.02153,385483
sindresorhus/del,2,chrisblossom,(Unknown),9,0.00233,385483
sindresorhus/del,3,kevva,(Unknown),4,0.00104,385483
sindresorhus/find-up,1,sindresorhus,Independent,54,0.01401,385483
sindresorhus/find-up,2,sholladay,(Unknown),4,0.00104,385483
sindresorhus/find-up,3,coreyfarrell,(Unknown),3,0.00078,385483
sindresorhus/has-flag,1,sindresorhus,Independent,19,0.00493,385483
sindresorhus/has-flag,2,BendingBender,(Unknown),2,0.00052,385483
sindresorhus/has-flag,3,novemberborn,(Unknown),2,0.00052,385483
sindresorhus/is-fullwidth-code-point,1,sindresorhus,Independent,17,0.00441,385483
sindresorhus/is-fullwidth-code-point,2,forresst,(Unknown),2,0.00052,385483
sindresorhus/is-fullwidth-code-point,3,BendingBender,(Unknown),1,0.00026,385483
sindresorhus/load-json-file,1,sindresorhus,Independent,37,0.00960,385483
sindresorhus/load-json-file,2,arthurvr,(Unknown),2,0.00052,385483
sindresorhus/load-json-file,3,coreyfarrell,(Unknown),2,0.00052,385483
sindresorhus/object-assign,1,sindresorhus,Independent,35,0.00908,385483
sindresorhus/object-assign,2,jdalton,Microsoft,4,0.00104,385483
sindresorhus/object-assign,3,floatdrop,(Unknown),3,0.00078,385483
sindresorhus/path-exists,1,sindresorhus,Independent,21,0.00545,385483
sindresorhus/path-exists,2,SamVerschueren,(Unknown),5,0.00130,385483
sindresorhus/path-exists,3,SimenB,FINN.no,2,0.00052,385483
sindresorhus/path-type,1,sindresorhus,Independent,18,0.00467,385483
sindresorhus/path-type,2,coreyfarrell,(Unknown),2,0.00052,385483
sindresorhus/path-type,3,arthurvr,(Unknown),1,0.00026,385483
sindresorhus/pify,1,sindresorhus,Independent,61,0.01582,385483
sindresorhus/pify,2,SamVerschueren,(Unknown),23,0.00597,385483
sindresorhus/pify,3,schnittstabil,(Unknown),11,0.00285,385483
sindresorhus/read-pkg,1,sindresorhus,Independent,31,0.00804,385483
sindresorhus/read-pkg,2,BendingBender,(Unknown),2,0.00052,385483
sindresorhus/read-pkg,3,stevemao,(Unknown),2,0.00052,385483
sindresorhus/string-width,1,sindresorhus,Independent,31,0.00804,385483
sindresorhus/string-width,2,BendingBender,(Unknown),2,0.00052,385483
sindresorhus/string-width,3,coreyfarrell,(Unknown),1,0.00026,385483
sindresorhus/strip-bom,1,sindresorhus,Independent,16,0.00415,385483
sindresorhus/strip-bom,2,kevva,(Unknown),2,0.00052,385483
sindresorhus/strip-bom,3,BendingBender,(Unknown),1,0.00026,385483
substack/brfs,1,substack,(Unknown),13,0.00337,385483
substack/brfs,2,mattdesl,(Unknown),9,0.00233,385483
substack/minimist,1,substack,(Unknown),20,0.00519,385483
substack/minimist,2,dominictarr,(Unknown),3,0.00078,385483
substack/minimist,3,jeffbski,(Unknown),2,0.00052,385483
substack/node-mkdirp,1,substack,(Unknown),6,0.00156,385483
substack/node-mkdirp,2,isaacs,npm,2,0.00052,385483
substack/node-mkdirp,3,MylesBorins,(Unknown),2,0.00052,385483
substack/node-wordwrap,1,substack,(Unknown),4,0.00104,385483
thlorenz/browserify-shim,1,bendrucker,Eaze,15,0.00389,385483
thlorenz/browserify-shim,2,bendrucker,Valet.io,13,0.00337,385483
thlorenz/browserify-shim,3,thlorenz,(Unknown),12,0.00311,385483
tj/commander.js,1,shadowspawn,(Unknown),139,0.03606,385483
tj/commander.js,2,abetomo,(Unknown),136,0.03528,385483
tj/commander.js,3,zhiyelee,(Unknown),127,0.03295,385483
twbs/bootstrap,1,XhmikosR,Independent,15522,4.02664,385483
twbs/bootstrap,2,mdo,Microsoft,5528,1.43405,385483
twbs/bootstrap,3,Johann-S,LDLC,2378,0.61689,385483
types/env-node,1,blakeembrey,(Unknown),51,0.01323,385483
types/env-node,2,louy,(Unknown),23,0.00597,385483
types/env-node,3,unional,(Unknown),2,0.00052,385483
typicaljoe/taffydb,1,typicaljoe,(Unknown),22,0.00571,385483
typicaljoe/taffydb,2,mmikowski,(Unknown),21,0.00545,385483
typicaljoe/taffydb,3,aisera-mikowski,(Unknown),9,0.00233,385483
visionmedia/bytes.js,1,dougwilson,Salesforce,125,0.03243,385483
visionmedia/bytes.js,2,theofidry,(Unknown),6,0.00156,385483
visionmedia/bytes.js,3,timkendrick,(Unknown),3,0.00078,385483
wesleytodd/setprototypeof,1,wesleytodd,(Unknown),24,0.00623,385483
wesleytodd/setprototypeof,2,longlho,(Unknown),1,0.00026,385483
winstonjs/winston,1,indexzero,Muxta,406,0.10532,385483
winstonjs/winston,2,indexzero,Nodejitsu,330,0.08561,385483
winstonjs/winston,3,DABH,(Unknown),104,0.02698,385483
yargs/cliui,1,bcoe,npm,31,0.00804,385483
yargs/cliui,2,maxrimue,Independent,16,0.00415,385483
yargs/cliui,3,nexdrew,npm,14,0.00363,385483
yargs/yargs,1,bcoe,npm,636,0.16499,385483
yargs/yargs,2,nexdrew,npm,126,0.03269,385483
yargs/yargs,3,bcoe,Google,94,0.02438,385483
yargs/yargs-parser,1,bcoe,npm,180,0.04669,385483
yargs/yargs-parser,2,bcoe,Google,50,0.01297,385483
yargs/yargs-parser,3,maxrimue,Independent,22,0.00571,385483
zeit/ms,1,leo,Apple,62,0.01608,385483
zeit/ms,2,rauchg,(Unknown),3,0.00078,385483
zeit/ms,3,styfle,(Unknown),3,0.00078,385483
zloirock/core-js,1,zloirock,Lix,1856,0.48147,385483
zloirock/core-js,2,zloirock,Lanit-Tercom,812,0.21064,385483
zloirock/core-js,3,zloirock,Area9,641,0.16628,385483
